-1,-0.9998,-0.9992,-0.9982,-0.9968,-0.995,-0.99281,-0.99022,-0.98723,-0.98384,-0.98007,-0.9759,-0.97134,-0.96639,-0.96106,-0.95534,-0.94924,-0.94275,-0.9359,-0.92866,-0.92106,-0.91309,-0.90475,-0.89605,-0.88699,-0.87758,-0.86782,-0.85771,-0.84726,-0.83646,-0.82534,-0.81388,-0.8021,-0.78999,-0.77757,-0.76484,-0.75181,-0.73847,-0.72484,-0.71091,-0.69671,-0.68222,-0.66746,-0.65244,-0.63715,-0.62161,-0.60582,-0.58979,-0.57352,-0.55702,-0.5403,-0.52337,-0.50622,-0.48887,-0.47133,-0.4536,-0.43568,-0.41759,-0.39934,-0.38092,-0.36236,-0.34365,-0.3248,-0.30582,-0.28672,-0.2675,-0.24818,-0.22875,-0.20924,-0.18964,-0.16997,-0.15023,-0.13042,-0.11057,-0.090671,-0.070737,-0.050774,-0.030791,-0.010795,0.0092044,0.0292,0.049185,0.06915,0.089087,0.10899,0.12885,0.14865,0.1684,0.18808,0.20768,0.22721,0.24664,0.26597,0.28519,0.3043,0.32329,0.34216,0.36088,0.37946,0.39789,0.41615,0.43426,0.45219,0.46993,0.48749,0.50486,0.52202,0.53898,0.55572,0.57223,0.58852,0.60458,0.62039,0.63595,0.65126,0.66631,0.68109,0.6956,0.70984,0.72379,0.73745,0.75081,0.76388,0.77664,0.78909,0.80122,0.81304,0.82453,0.83569,0.84652,0.85701,0.86716,0.87696,0.88642,0.89551,0.90426,0.91264,0.92066,0.92831,0.93559,0.9425,0.94903,0.95519,0.96096,0.96636,0.97137,0.97599,0.98023,0.98407,0.98753,0.99059,0.99326
-0.99807,-0.99911,-0.99975,-1,-0.99984,-0.99929,-0.99833,-0.99698,-0.99522,-0.99307,-0.99052,-0.98758,-0.98424,-0.9805,-0.97638,-0.97186,-0.96696,-0.96166,-0.95599,-0.94993,-0.94349,-0.93667,-0.92948,-0.92192,-0.91399,-0.90569,-0.89703,-0.88801,-0.87864,-0.86892,-0.85884,-0.84843,-0.83767,-0.82658,-0.81516,-0.80341,-0.79135,-0.77896,-0.76626,-0.75326,-0.73996,-0.72636,-0.71247,-0.69829,-0.68384,-0.66911,-0.65411,-0.63885,-0.62334,-0.60758,-0.59157,-0.57533,-0.55886,-0.54216,-0.52525,-0.50812,-0.4908,-0.47328,-0.45556,-0.43767,-0.4196,-0.40136,-0.38297,-0.36442,-0.34572,-0.32689,-0.30792,-0.28883,-0.26963,-0.25032,-0.2309,-0.2114,-0.19181,-0.17214,-0.15241,-0.13261,-0.11277,-0.092872,-0.072941,-0.052981,-0.032999,-0.013005,0.0069947,0.026992,0.046978,0.066945,0.086886,0.10679,0.12665,0.14647,0.16622,0.18591,0.20552,0.22505,0.24449,0.26384,0.28307,0.3022,0.3212,0.34008,0.35882,0.37741,0.39586,0.41414,0.43227,0.45021,0.46798,0.48556,0.50295,0.52014,0.53711,0.55388,0.57042,0.58673,0.60281,0.61865,0.63424,0.64958,0.66466,0.67947,0.69401,0.70828,0.72226,0.73595,0.74935,0.76245,0.77524,0.78773,0.7999,0.81175,0.82328,0.83448,0.84534,0.85587,0.86606,0.8759,0.88539,0.89453,0.90331,0.91173,0.91979,0.92748,0.9348,0.94175,0.94833,0.95453,0.96034,0.96578,0.97083,0.9755,0.97978,0.98367
-0.99227,-0.99455,-0.99644,-0.99793,-0.99901,-0.9997,-0.99999,-0.99988,-0.99937,-0.99846,-0.99715,-0.99544,-0.99333,-0.99082,-0.98792,-0.98463,-0.98094,-0.97685,-0.97238,-0.96752,-0.96227,-0.95663,-0.95062,-0.94422,-0.93744,-0.93029,-0.92277,-0.91488,-0.90663,-0.89801,-0.88903,-0.87969,-0.87001,-0.85997,-0.84959,-0.83888,-0.82782,-0.81644,-0.80473,-0.79269,-0.78034,-0.76768,-0.75471,-0.74144,-0.72787,-0.71401,-0.69987,-0.68545,-0.67075,-0.65578,-0.64055,-0.62507,-0.60933,-0.59335,-0.57713,-0.56069,-0.54402,-0.52713,-0.51003,-0.49272,-0.47522,-0.45753,-0.43966,-0.42161,-0.40339,-0.38501,-0.36647,-0.34779,-0.32897,-0.31002,-0.29095,-0.27175,-0.25245,-0.23305,-0.21356,-0.19398,-0.17432,-0.15459,-0.1348,-0.11496,-0.095072,-0.075144,-0.055187,-0.035208,-0.015215,0.004785,0.024783,0.04477,0.06474,0.084684,0.10459,0.12446,0.14428,0.16404,0.18374,0.20336,0.2229,0.24235,0.2617,0.28095,0.30009,0.31911,0.338,0.35675,0.37537,0.39383,0.41213,0.43027,0.44824,0.46603,0.48363,0.50104,0.51825,0.53525,0.55204,0.5686,0.58494,0.60105,0.61691,0.63253,0.6479,0.66301,0.67785,0.69242,0.70672,0.72073,0.73445,0.74788,0.76102,0.77384,0.78636,0.79857,0.81046,0.82202,0.83325,0.84416,0.85472,0.86495,0.87483,0.88436,0.89353,0.90236,0.91082,0.91892,0.92665,0.93401,0.941,0.94762,0.95386,0.95972,0.9652,0.97029
-0.98264,-0.98615,-0.98927,-0.99199,-0.99432,-0.99625,-0.99778,-0.99891,-0.99965,-0.99998,-0.99991,-0.99944,-0.99858,-0.99731,-0.99564,-0.99358,-0.99112,-0.98826,-0.98501,-0.98136,-0.97732,-0.97289,-0.96807,-0.96287,-0.95727,-0.9513,-0.94494,-0.93821,-0.9311,-0.92362,-0.91577,-0.90756,-0.89898,-0.89004,-0.88074,-0.87109,-0.8611,-0.85076,-0.84008,-0.82906,-0.81771,-0.80604,-0.79404,-0.78172,-0.7691,-0.75616,-0.74292,-0.72939,-0.71556,-0.70145,-0.68705,-0.67238,-0.65745,-0.64225,-0.62679,-0.61108,-0.59513,-0.57894,-0.56252,-0.54587,-0.529,-0.51193,-0.49464,-0.47716,-0.45949,-0.44164,-0.42361,-0.40541,-0.38705,-0.36853,-0.34986,-0.33106,-0.31212,-0.29306,-0.27388,-0.25459,-0.2352,-0.21572,-0.19615,-0.1765,-0.15678,-0.13699,-0.11716,-0.097271,-0.077348,-0.057393,-0.037416,-0.017424,0.0025752,0.022573,0.042563,0.062535,0.082482,0.1024,0.12227,0.14209,0.16186,0.18156,0.20119,0.22074,0.24021,0.25957,0.27883,0.29798,0.31701,0.33592,0.35469,0.37332,0.3918,0.41012,0.42828,0.44626,0.46407,0.48169,0.49913,0.51636,0.53338,0.55019,0.56678,0.58315,0.59928,0.61517,0.63082,0.64621,0.66135,0.67622,0.69082,0.70515,0.71919,0.73295,0.74641,0.75958,0.77244,0.785,0.79724,0.80916,0.82076,0.83203,0.84297,0.85357,0.86383,0.87375,0.88332,0.89254,0.9014,0.9099,0.91804,0.92581,0.93322,0.94025,0.94691,0.95319
-0.9692,-0.97393,-0.97827,-0.98222,-0.98578,-0.98894,-0.99171,-0.99408,-0.99606,-0.99763,-0.99881,-0.99958,-0.99996,-0.99994,-0.99951,-0.99869,-0.99747,-0.99585,-0.99383,-0.99141,-0.9886,-0.98539,-0.98178,-0.97779,-0.9734,-0.96862,-0.96346,-0.95791,-0.95198,-0.94567,-0.93897,-0.93191,-0.92447,-0.91666,-0.90848,-0.89994,-0.89104,-0.88179,-0.87218,-0.86222,-0.85192,-0.84127,-0.83029,-0.81898,-0.80734,-0.79538,-0.7831,-0.77051,-0.7576,-0.7444,-0.7309,-0.7171,-0.70302,-0.68866,-0.67402,-0.65911,-0.64394,-0.62851,-0.61283,-0.5969,-0.58074,-0.56434,-0.54772,-0.53088,-0.51382,-0.49656,-0.47911,-0.46146,-0.44362,-0.42561,-0.40743,-0.38908,-0.37058,-0.35193,-0.33314,-0.31422,-0.29517,-0.27601,-0.25673,-0.23735,-0.21787,-0.19831,-0.17867,-0.15896,-0.13918,-0.11935,-0.09947,-0.079551,-0.059599,-0.039624,-0.019633,0.00036547,0.020364,0.040355,0.060329,0.080279,0.1002,0.12008,0.13991,0.15968,0.17939,0.19903,0.21859,0.23806,0.25744,0.27671,0.29587,0.31492,0.33384,0.35262,0.37127,0.38976,0.4081,0.42628,0.44428,0.46211,0.47976,0.49721,0.51446,0.53151,0.54835,0.56496,0.58135,0.59751,0.61343,0.6291,0.64453,0.65969,0.67459,0.68922,0.70358,0.71766,0.73144,0.74494,0.75814,0.77104,0.78362,0.7959,0.80786,0.81949,0.8308,0.84178,0.85242,0.86272,0.87267,0.88228,0.89154,0.90044,0.90898,0.91716,0.92497,0.93242
-0.95201,-0.95794,-0.96349,-0.96865,-0.97343,-0.97781,-0.98181,-0.98541,-0.98861,-0.99143,-0.99384,-0.99586,-0.99748,-0.9987,-0.99952,-0.99994,-0.99996,-0.99958,-0.9988,-0.99762,-0.99605,-0.99407,-0.9917,-0.98893,-0.98576,-0.9822,-0.97825,-0.9739,-0.96917,-0.96405,-0.95854,-0.95265,-0.94638,-0.93973,-0.93271,-0.92531,-0.91754,-0.9094,-0.9009,-0.89204,-0.88283,-0.87326,-0.86334,-0.85307,-0.84247,-0.83152,-0.82025,-0.80864,-0.79672,-0.78447,-0.77191,-0.75905,-0.74587,-0.7324,-0.71864,-0.70459,-0.69026,-0.67565,-0.66077,-0.64563,-0.63023,-0.61457,-0.59867,-0.58254,-0.56616,-0.54957,-0.53275,-0.51572,-0.49848,-0.48104,-0.46341,-0.4456,-0.42761,-0.40944,-0.39112,-0.37263,-0.354,-0.33523,-0.31632,-0.29728,-0.27813,-0.25886,-0.23949,-0.22003,-0.20048,-0.18084,-0.16114,-0.14137,-0.12154,-0.10167,-0.081753,-0.061805,-0.041832,-0.021843,-0.0018443,0.018155,0.038147,0.058123,0.078077,0.097999,0.11788,0.13772,0.1575,0.17722,0.19686,0.21643,0.23591,0.2553,0.27459,0.29376,0.31282,0.33175,0.35055,0.36921,0.38773,0.40608,0.42428,0.4423,0.46015,0.47782,0.49529,0.51257,0.52964,0.5465,0.56314,0.57955,0.59574,0.61168,0.62738,0.64283,0.65803,0.67296,0.68762,0.70201,0.71611,0.72994,0.74346,0.7567,0.76963,0.78225,0.79456,0.80655,0.81822,0.82957,0.84058,0.85126,0.8616,0.87159,0.88124,0.89053,0.89947,0.90805
-0.93114,-0.93825,-0.94498,-0.95133,-0.95731,-0.9629,-0.9681,-0.97292,-0.97735,-0.98138,-0.98503,-0.98828,-0.99113,-0.99359,-0.99565,-0.99732,-0.99858,-0.99945,-0.99991,-0.99998,-0.99964,-0.99891,-0.99777,-0.99624,-0.99431,-0.99198,-0.98925,-0.98613,-0.98261,-0.9787,-0.9744,-0.96971,-0.96463,-0.95917,-0.95332,-0.94709,-0.94049,-0.9335,-0.92614,-0.91841,-0.91032,-0.90186,-0.89304,-0.88386,-0.87433,-0.86445,-0.85422,-0.84365,-0.83275,-0.82151,-0.80994,-0.79805,-0.78584,-0.77332,-0.76048,-0.74734,-0.73391,-0.72018,-0.70616,-0.69185,-0.67728,-0.66243,-0.64731,-0.63194,-0.61632,-0.60044,-0.58433,-0.56798,-0.55141,-0.53462,-0.51761,-0.50039,-0.48298,-0.46537,-0.44758,-0.4296,-0.41146,-0.39315,-0.37468,-0.35607,-0.33731,-0.31841,-0.29939,-0.28025,-0.261,-0.24164,-0.22218,-0.20264,-0.18302,-0.16332,-0.14356,-0.12374,-0.10387,-0.083955,-0.064011,-0.04404,-0.024052,-0.0040541,0.015945,0.035938,0.055917,0.075873,0.095799,0.11569,0.13553,0.15532,0.17504,0.1947,0.21427,0.23377,0.25316,0.27246,0.29165,0.31072,0.32967,0.34848,0.36716,0.38569,0.40406,0.42228,0.44032,0.45819,0.47587,0.49337,0.51067,0.52776,0.54464,0.56131,0.57775,0.59396,0.60993,0.62566,0.64114,0.65636,0.67132,0.68601,0.70043,0.71457,0.72842,0.74198,0.75525,0.76821,0.78087,0.79321,0.80524,0.81695,0.82833,0.83938,0.85009,0.86047,0.8705,0.88019
-0.90667,-0.91493,-0.92282,-0.93034,-0.93748,-0.94426,-0.95065,-0.95667,-0.9623,-0.96755,-0.97241,-0.97688,-0.98096,-0.98464,-0.98794,-0.99084,-0.99334,-0.99545,-0.99715,-0.99846,-0.99937,-0.99988,-0.99999,-0.9997,-0.99901,-0.99792,-0.99643,-0.99454,-0.99226,-0.98957,-0.9865,-0.98302,-0.97916,-0.9749,-0.97025,-0.96522,-0.95979,-0.95399,-0.9478,-0.94123,-0.93429,-0.92697,-0.91929,-0.91123,-0.90281,-0.89403,-0.88489,-0.8754,-0.86556,-0.85537,-0.84484,-0.83397,-0.82277,-0.81124,-0.79938,-0.78721,-0.77472,-0.76191,-0.74881,-0.73541,-0.72171,-0.70772,-0.69345,-0.6789,-0.66408,-0.649,-0.63365,-0.61805,-0.60221,-0.58612,-0.5698,-0.55325,-0.53648,-0.5195,-0.50231,-0.48491,-0.46733,-0.44955,-0.4316,-0.41347,-0.39518,-0.37673,-0.35813,-0.33939,-0.32051,-0.3015,-0.28237,-0.26313,-0.24378,-0.22434,-0.2048,-0.18519,-0.1655,-0.14574,-0.12593,-0.10606,-0.086157,-0.066216,-0.046248,-0.026261,-0.0062638,0.013736,0.03373,0.053711,0.07367,0.0936,0.11349,0.13334,0.15313,0.17286,0.19253,0.21211,0.23162,0.25102,0.27033,0.28953,0.30862,0.32758,0.34641,0.3651,0.38365,0.40204,0.42027,0.43834,0.45622,0.47393,0.49145,0.50877,0.52588,0.54279,0.55948,0.57594,0.59218,0.60818,0.62394,0.63944,0.65469,0.66968,0.6844,0.69885,0.71302,0.72691,0.7405,0.7538,0.7668,0.77949,0.79187,0.80393,0.81567,0.82709,0.83818,0.84893
-0.87869,-0.88806,-0.89708,-0.90574,-0.91403,-0.92196,-0.92952,-0.93671,-0.94353,-0.94996,-0.95602,-0.96169,-0.96698,-0.97189,-0.9764,-0.98053,-0.98426,-0.98759,-0.99054,-0.99308,-0.99523,-0.99698,-0.99834,-0.99929,-0.99984,-1,-0.99975,-0.9991,-0.99806,-0.99661,-0.99477,-0.99253,-0.98989,-0.98685,-0.98343,-0.9796,-0.97539,-0.97078,-0.96579,-0.96041,-0.95465,-0.9485,-0.94198,-0.93508,-0.9278,-0.92015,-0.91214,-0.90376,-0.89502,-0.88592,-0.87647,-0.86666,-0.85651,-0.84602,-0.83519,-0.82402,-0.81253,-0.80071,-0.78857,-0.77611,-0.76334,-0.75027,-0.7369,-0.72323,-0.70928,-0.69504,-0.68052,-0.66573,-0.65068,-0.63536,-0.61979,-0.60397,-0.58791,-0.57162,-0.55509,-0.53835,-0.52139,-0.50422,-0.48685,-0.46928,-0.45153,-0.43359,-0.41548,-0.39721,-0.37878,-0.36019,-0.34146,-0.3226,-0.30361,-0.28449,-0.26526,-0.24593,-0.22649,-0.20697,-0.18736,-0.16768,-0.14793,-0.12812,-0.10826,-0.088359,-0.06842,-0.048455,-0.02847,-0.0084735,0.011526,0.031521,0.051504,0.071466,0.091399,0.1113,0.13115,0.15095,0.17069,0.19036,0.20995,0.22947,0.24889,0.26821,0.28742,0.30652,0.32549,0.34434,0.36304,0.38161,0.40002,0.41827,0.43635,0.45426,0.47198,0.48952,0.50686,0.524,0.54093,0.55765,0.57414,0.5904,0.60642,0.62221,0.63774,0.65302,0.66804,0.68279,0.69727,0.71147,0.72539,0.73901,0.75234,0.76537,0.7781,0.79051,0.80261,0.81439
-0.84731,-0.85777,-0.86787,-0.87764,-0.88705,-0.8961,-0.9048,-0.91313,-0.9211,-0.92871,-0.93594,-0.94279,-0.94927,-0.95537,-0.96109,-0.96642,-0.97136,-0.97592,-0.98009,-0.98386,-0.98725,-0.99023,-0.99282,-0.99502,-0.99681,-0.99821,-0.9992,-0.9998,-1,-0.9998,-0.9992,-0.99819,-0.99679,-0.99499,-0.9928,-0.9902,-0.98721,-0.98382,-0.98004,-0.97587,-0.97131,-0.96636,-0.96102,-0.9553,-0.9492,-0.94272,-0.93586,-0.92862,-0.92102,-0.91304,-0.9047,-0.896,-0.88694,-0.87753,-0.86776,-0.85765,-0.8472,-0.8364,-0.82527,-0.81381,-0.80203,-0.78992,-0.7775,-0.76477,-0.75173,-0.73839,-0.72476,-0.71083,-0.69663,-0.68214,-0.66738,-0.65235,-0.63706,-0.62152,-0.60573,-0.5897,-0.57343,-0.55693,-0.54021,-0.52327,-0.50612,-0.48877,-0.47123,-0.4535,-0.43558,-0.41749,-0.39924,-0.38082,-0.36225,-0.34354,-0.32469,-0.30571,-0.28661,-0.26739,-0.24807,-0.22864,-0.20913,-0.18953,-0.16986,-0.15011,-0.13031,-0.11046,-0.090559,-0.070625,-0.050662,-0.030679,-0.010683,0.0093166,0.029313,0.049297,0.069262,0.089199,0.1091,0.12896,0.14876,0.16851,0.18819,0.20779,0.22731,0.24674,0.26608,0.2853,0.30441,0.3234,0.34226,0.36098,0.37956,0.39799,0.41626,0.43436,0.45229,0.47003,0.48759,0.50496,0.52212,0.53907,0.55581,0.57233,0.58861,0.60466,0.62048,0.63604,0.65135,0.66639,0.68117,0.69568,0.70992,0.72386,0.73752,0.75089,0.76395,0.77671
